"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_verify_successful_message_after_register_as_tutor[chromium]","tests","Mon Dec 16 15:54:50 GMT 2024","skipped","Mon Dec 16 15:54:50 GMT 2024","","test_register","",""
"","2606","Find Tutor Btn 2 Redirection[Chromium]","tests","Mon Dec 16 15:54:22 GMT 2024","passed","Mon Dec 16 15:54:25 GMT 2024","","test_homepage","",""
"Проверка наличия кнопки 'Мои репетиторы'.","0","test_my_teachers_btn_exists[chromium]","tests","Mon Dec 16 15:53:16 GMT 2024","skipped","Mon Dec 16 15:53:16 GMT 2024","","test_btn_my_teachers","",""
"Проверка перехода на страницу регистрации как репетитор из профиля студента.","4341","Become A Teacher From Student Page[Chromium]","tests","Mon Dec 16 15:54:45 GMT 2024","passed","Mon Dec 16 15:54:50 GMT 2024","","test_register","",""
"","0","test_create_announcement[chromium]","tests","Mon Dec 16 15:53:16 GMT 2024","skipped","Mon Dec 16 15:53:16 GMT 2024","","test_announcement","",""
"","2311","Availability Of The Privacy Policy Link On Login Page[Chromium]","tests","Mon Dec 16 15:54:43 GMT 2024","passed","Mon Dec 16 15:54:45 GMT 2024","","test_privacy_policy","",""
"","0","test_support_clickability_as_teacher[chromium]","tests","Mon Dec 16 15:53:50 GMT 2024","skipped","Mon Dec 16 15:53:50 GMT 2024","","test_header","",""
"","2688","Homepage Info Is Same After Reload[Chromium]","tests","Mon Dec 16 15:54:07 GMT 2024","passed","Mon Dec 16 15:54:10 GMT 2024","","test_homepage","",""
"Проверка смены цвета кнопки 'Профиль' при наведении на нее курсора
    TC_11.002.01.002 | [Teacher ] Header > ""Профиль"" button > Hover support check","0","test_profile_btn_hover[chromium-User profile Page]","tests","Mon Dec 16 15:54:50 GMT 2024","skipped","Mon Dec 16 15:54:50 GMT 2024","","test_user_profile","",""
"","3875","Visible Cookie Banner[Chromium]","tests","Mon Dec 16 15:53:16 GMT 2024","passed","Mon Dec 16 15:53:20 GMT 2024","","test_cookie_banner","",""
"","0","TC_03.001.005","tests","Mon Dec 16 15:54:30 GMT 2024","skipped","Mon Dec 16 15:54:30 GMT 2024","","test_login","",""
"","2355","Enabled Privacy Policy Url[Chromium]","tests","Mon Dec 16 15:54:32 GMT 2024","passed","Mon Dec 16 15:54:35 GMT 2024","","test_privacy_policy","",""
