"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1011","Availability Of The Privacy Policy Link On Signup Page[Chromium]","tests","Mon Dec 30 04:28:40 GMT 2024","passed","Mon Dec 30 04:28:41 GMT 2024","","test_privacy_policy","",""
"","1302","More Btn Redirects Telegram Page For Tutors[Chromium]","tests","Mon Dec 30 04:28:24 GMT 2024","passed","Mon Dec 30 04:28:25 GMT 2024","","test_homepage","",""
"Проверка наличия кнопки 'Мои репетиторы'.","2492","My Teachers Btn Exists[Chromium]","tests","Mon Dec 30 04:27:32 GMT 2024","passed","Mon Dec 30 04:27:34 GMT 2024","","test_btn_my_teachers","",""
"Проверка перенаправления на страницу профиля пользователя после нажатия кнопки 'Профиль'","0","test_profile_btn_redirection[chromium-User profile Page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"Проверка видимости кнопки 'Профиль'","0","test_profile_btn_visibility[chromium-Signup Page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","2524","Register As Tutor[Chromium]","tests","Mon Dec 30 04:28:42 GMT 2024","passed","Mon Dec 30 04:28:45 GMT 2024","","test_register","",""
"","1286","Login Button Opens Login Page[Chromium]","tests","Mon Dec 30 04:27:45 GMT 2024","passed","Mon Dec 30 04:27:47 GMT 2024","","test_header","",""
"Проверка видимости кнопки 'Профиль'","0","test_profile_btn_visibility[chromium-Lists Page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","989","Availability Of The Privacy Policy Link On Login Page[Chromium]","tests","Mon Dec 30 04:28:41 GMT 2024","passed","Mon Dec 30 04:28:42 GMT 2024","","test_privacy_policy","",""
"","0","test_support_clickability_as_teacher[chromium-user_registration_cleanup0]","tests","Mon Dec 30 04:27:54 GMT 2024","skipped","Mon Dec 30 04:27:54 GMT 2024","","test_header","",""
"","2982","Announcement Detailed Info[Chromium]","tests","Mon Dec 30 04:27:19 GMT 2024","passed","Mon Dec 30 04:27:22 GMT 2024","","test_announcement","",""
"","0","Проверка перехода на страницу профиля учителя через список объявлений","tests","Mon Dec 30 04:28:48 GMT 2024","skipped","Mon Dec 30 04:28:48 GMT 2024","","test_teacher_profile","",""
"","2993","Find Tutor Button Visibility As Student[Chromium]","tests","Mon Dec 30 04:28:32 GMT 2024","passed","Mon Dec 30 04:28:35 GMT 2024","","test_homepage","",""
"","914","First Btn Become Tutor Is Enabled[Chromium]","tests","Mon Dec 30 04:28:27 GMT 2024","passed","Mon Dec 30 04:28:28 GMT 2024","","test_homepage","",""
"","7000","Create Announcement[Chromium]","tests","Mon Dec 30 04:26:57 GMT 2024","passed","Mon Dec 30 04:27:04 GMT 2024","","test_announcement","",""
"Проверка клика на кнопку 'Мои репетиторы'.","2934","My Teachers Btn Click[Chromium]","tests","Mon Dec 30 04:27:34 GMT 2024","passed","Mon Dec 30 04:27:37 GMT 2024","","test_btn_my_teachers","",""
"","0","test_hover_exit_button_for_student_color_check[chromium]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","2812","Cookie Banner Does Not Appear When Reopening[Chromium]","tests","Mon Dec 30 04:27:42 GMT 2024","passed","Mon Dec 30 04:27:45 GMT 2024","","test_cookie_banner","",""
"","2494","My Students Btn Is Not Visible For Students[Chromium]","tests","Mon Dec 30 04:28:10 GMT 2024","passed","Mon Dec 30 04:28:13 GMT 2024","","test_header","",""
"","942","Login Button Is Visible[Chromium]","tests","Mon Dec 30 04:28:05 GMT 2024","passed","Mon Dec 30 04:28:06 GMT 2024","","test_header","",""
"Проверка смены цвета кнопки 'Профиль' при наведении на нее курсора","0","test_profile_btn_hover[chromium-Create list Page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","0","test_availability_of_the_privacy_policy_link_on_find_tutor_page[chromium]","tests","Mon Dec 30 04:28:40 GMT 2024","skipped","Mon Dec 30 04:28:40 GMT 2024","","test_privacy_policy","",""
"","1364","Homepage Info Is Same After Reload[Chromium]","tests","Mon Dec 30 04:28:16 GMT 2024","passed","Mon Dec 30 04:28:17 GMT 2024","","test_homepage","",""
"","962","Checking Preferences For Students Section Info Is Visible[Chromium]","tests","Mon Dec 30 04:28:19 GMT 2024","passed","Mon Dec 30 04:28:20 GMT 2024","","test_homepage","",""
"","2729","Support Visibility As Teacher[Chromium]","tests","Mon Dec 30 04:27:51 GMT 2024","passed","Mon Dec 30 04:27:54 GMT 2024","","test_header","",""
"","903","My Students Btn Is Not Visible For Guests[Chromium]","tests","Mon Dec 30 04:28:09 GMT 2024","passed","Mon Dec 30 04:28:10 GMT 2024","","test_header","",""
"
    Проверка, что после ввода в поле фильтра ""Минимальная цена (от)"" рандомного значения с клавиатуры, в списке
    репетиторов отображаются только репетиторы со стоимостью занятия >= установленной минимальной цены
    ","0","TC_05.001.006.002","tests","Mon Dec 30 04:27:45 GMT 2024","skipped","Mon Dec 30 04:27:45 GMT 2024","","test_find_tutor","",""
"","2567","Support Visibility As Student[Chromium]","tests","Mon Dec 30 04:27:54 GMT 2024","passed","Mon Dec 30 04:27:57 GMT 2024","","test_header","",""
"Проверка перенаправления на страницу профиля пользователя после нажатия кнопки 'Профиль'","0","test_profile_btn_redirection[chromium-Create list Page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","0","test_verify_redirection_on_statistics_page[chromium]","tests","Mon Dec 30 04:28:08 GMT 2024","skipped","Mon Dec 30 04:28:08 GMT 2024","","test_header","",""
"Проверка смены цвета кнопки 'Профиль' при наведении на нее курсора","0","test_profile_btn_hover[chromium-My students Page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","3328","View Announcement Btn Redirection[Chromium]","tests","Mon Dec 30 04:27:12 GMT 2024","passed","Mon Dec 30 04:27:15 GMT 2024","","test_announcement","",""
"Проверка перехода на страницу регистрации как репетитор из профиля студента.","0","test_become_a_teacher_from_student_page[chromium]","tests","Mon Dec 30 04:28:48 GMT 2024","skipped","Mon Dec 30 04:28:48 GMT 2024","","test_register","",""
"","0","test_redirect_privacy_policy_page[chromium]","tests","Mon Dec 30 04:28:40 GMT 2024","skipped","Mon Dec 30 04:28:40 GMT 2024","","test_privacy_policy","",""
"","959","Cookie Banner Disappeared[Chromium]","tests","Mon Dec 30 04:27:41 GMT 2024","passed","Mon Dec 30 04:27:42 GMT 2024","","test_cookie_banner","",""
"","0","test_login_button_change_color_on_hover[chromium]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"Проверка смены цвета кнопки 'Профиль' при наведении на нее курсора","0","test_profile_btn_hover[chromium-Lists Page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","0","test_login_as_tutor_btn_create_listing[chromium]","tests","Mon Dec 30 04:28:35 GMT 2024","skipped","Mon Dec 30 04:28:35 GMT 2024","","test_login","",""
"Проверка успешного сообщения после регистрации как студента","0","test_register_as_student_verify_success_message_text[chromium]","tests","Mon Dec 30 04:28:48 GMT 2024","skipped","Mon Dec 30 04:28:48 GMT 2024","","test_register","",""
"","1005","Checking Preferences For Tutors Section Info Is Visible[Chromium]","tests","Mon Dec 30 04:28:20 GMT 2024","passed","Mon Dec 30 04:28:21 GMT 2024","","test_homepage","",""
"","953","Enabled Privacy Policy Url[Chromium]","tests","Mon Dec 30 04:28:39 GMT 2024","passed","Mon Dec 30 04:28:40 GMT 2024","","test_privacy_policy","",""
"","1332","Find Tutor Btn Redirection[Chromium]","tests","Mon Dec 30 04:28:28 GMT 2024","passed","Mon Dec 30 04:28:30 GMT 2024","","test_homepage","",""
"","921","First Btn Become A Tutor Is Visible[Chromium]","tests","Mon Dec 30 04:28:26 GMT 2024","passed","Mon Dec 30 04:28:27 GMT 2024","","test_homepage","",""
"","0","test_statistics_button_is_visible[chromium-user_registration_cleanup0]","tests","Mon Dec 30 04:28:08 GMT 2024","skipped","Mon Dec 30 04:28:08 GMT 2024","","test_header","",""
"Проверка перенаправления на страницу профиля пользователя после нажатия кнопки 'Профиль'","0","test_profile_btn_redirection[chromium-Signup Page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","1267","Verify Registration Options On Registration Page[Chromium]","tests","Mon Dec 30 04:27:47 GMT 2024","passed","Mon Dec 30 04:27:48 GMT 2024","","test_header","",""
"","0","test_teacher_hiding_announcement[chromium]","tests","Mon Dec 30 04:27:12 GMT 2024","skipped","Mon Dec 30 04:27:12 GMT 2024","","test_announcement","",""
"Проверка перенаправления на страницу профиля пользователя после нажатия кнопки 'Профиль'","0","test_profile_btn_redirection[chromium-Main page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"
    Проверка, что после ввода значения в поле ""Минимальный опыт преподавания""
    отображаются только репетиторы с опытом преподавания >= указанного значения.
    ","0","TC_05.001.005.003","tests","Mon Dec 30 04:27:45 GMT 2024","skipped","Mon Dec 30 04:27:45 GMT 2024","","test_find_tutor","",""
"Проверка видимости кнопки 'Профиль'","0","test_profile_btn_visibility[chromium-User profile Page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","2208","Check Enter Invalid Username[Chromium]","tests","Mon Dec 30 04:28:35 GMT 2024","passed","Mon Dec 30 04:28:37 GMT 2024","","test_login","",""
"Проверка смены цвета кнопки 'Профиль' при наведении на нее курсора","0","test_profile_btn_hover[chromium-Main page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","0","test_exit_button_is_visible_for_student[chromium]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"Проверка смены цвета кнопки 'Профиль' при наведении на нее курсора","0","test_profile_btn_hover[chromium-User profile Page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","0","test_see_list_of_tutors_profiles[chromium]","tests","Mon Dec 30 04:28:07 GMT 2024","skipped","Mon Dec 30 04:28:07 GMT 2024","","test_header","",""
"","1335","More Btn Redirects Telegram Page For Students[Chromium]","tests","Mon Dec 30 04:28:21 GMT 2024","passed","Mon Dec 30 04:28:23 GMT 2024","","test_homepage","",""
"","3388","Edit Announcement Btn Redirection[Chromium]","tests","Mon Dec 30 04:27:16 GMT 2024","passed","Mon Dec 30 04:27:19 GMT 2024","","test_announcement","",""
"Проверка видимости кнопки 'Профиль'","0","test_profile_btn_visibility[chromium-Create list Page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","0","test_verify_successful_message_after_register_as_tutor[chromium]","tests","Mon Dec 30 04:28:48 GMT 2024","skipped","Mon Dec 30 04:28:48 GMT 2024","","test_register","",""
"","0","test_header_home_btn_is_visible_on_all_pages_for_guest[chromium]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"","1366","Find Tutor Btn 2 Redirection[Chromium]","tests","Mon Dec 30 04:28:30 GMT 2024","passed","Mon Dec 30 04:28:31 GMT 2024","","test_homepage","",""
"","909","Login Button Is Enabled[Chromium]","tests","Mon Dec 30 04:28:07 GMT 2024","passed","Mon Dec 30 04:28:08 GMT 2024","","test_header","",""
"","952","Welcome And Join Now Containers Info Are Visible[Chromium]","tests","Mon Dec 30 04:28:18 GMT 2024","passed","Mon Dec 30 04:28:19 GMT 2024","","test_homepage","",""
"","0","test_check_placeholders_on_the_register_page[chromium]","tests","Mon Dec 30 04:28:48 GMT 2024","skipped","Mon Dec 30 04:28:48 GMT 2024","","test_register","",""
"","0","test_teacher_announcement_name[chromium]","tests","Mon Dec 30 04:27:12 GMT 2024","skipped","Mon Dec 30 04:27:12 GMT 2024","","test_announcement","",""
"","2928","Verify Redirection On Profile Page[Chromium]","tests","Mon Dec 30 04:28:02 GMT 2024","passed","Mon Dec 30 04:28:04 GMT 2024","","test_header","",""
"","953","Visible Button Accept[Chromium]","tests","Mon Dec 30 04:27:39 GMT 2024","passed","Mon Dec 30 04:27:40 GMT 2024","","test_cookie_banner","",""
"Проверка перенаправления на страницу профиля пользователя после нажатия кнопки 'Профиль'","0","test_profile_btn_redirection[chromium-My students Page]","tests","Mon Dec 30 04:28:16 GMT 2024","skipped","Mon Dec 30 04:28:16 GMT 2024","","test_header","",""
"Проверка что открылась страница 'Мои репетиторы' со списком репетиторов или без с соответствующим сообщением.","0","test_check_teachers_list[chromium]","tests","Mon Dec 30 04:27:37 GMT 2024","skipped","Mon Dec 30 04:27:37 GMT 2024","","test_btn_my_teachers","",""
