"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1938","Become A Tutor Button Is Visible[Chromium]","tests","Tue Dec 17 16:22:33 GMT 2024","passed","Tue Dec 17 16:22:35 GMT 2024","","test_header","",""
"","4389","Statistics Button Is Visible[Chromium]","tests","Tue Dec 17 16:22:38 GMT 2024","passed","Tue Dec 17 16:22:42 GMT 2024","","test_header","",""
"","4125","Support Visibility As Teacher[Chromium]","tests","Tue Dec 17 16:22:06 GMT 2024","passed","Tue Dec 17 16:22:10 GMT 2024","","test_header","",""
"Проверка видимости кнопки 'Профиль'
    TC_11.002.01.001 | [Teacher ] Header > ""Профиль"" button > Visibility check","0","test_profile_btn_visibility[chromium-Statistics Page]","tests","Tue Dec 17 16:23:32 GMT 2024","skipped","Tue Dec 17 16:23:32 GMT 2024","","test_user_profile","",""
"","2081","Availability Of The Privacy Policy Link On Find Tutor Page[Chromium]","tests","Tue Dec 17 16:23:19 GMT 2024","passed","Tue Dec 17 16:23:21 GMT 2024","","test_privacy_policy","",""
"","2700","Verify Registration Options On Login Page[Chromium]","tests","Tue Dec 17 16:21:59 GMT 2024","passed","Tue Dec 17 16:22:02 GMT 2024","","test_header","",""
"","35581","Create Announcement[Chromium]","tests","Tue Dec 17 16:20:02 GMT 2024","broken","Tue Dec 17 16:20:37 GMT 2024","","test_announcement","",""
"","4773","Support Clickability As Student[Chromium]","tests","Tue Dec 17 16:22:14 GMT 2024","passed","Tue Dec 17 16:22:19 GMT 2024","","test_header","",""
"Проверка смены цвета кнопки 'Профиль' при наведении на нее курсора
    TC_11.002.01.002 | [Teacher ] Header > ""Профиль"" button > Hover support check","0","test_profile_btn_hover[chromium-User profile Page]","tests","Tue Dec 17 16:23:32 GMT 2024","skipped","Tue Dec 17 16:23:32 GMT 2024","","test_user_profile","",""
"","0","test_support_clickability_as_teacher[chromium]","tests","Tue Dec 17 16:22:10 GMT 2024","skipped","Tue Dec 17 16:22:10 GMT 2024","","test_header","",""
