"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка смены цвета кнопки 'Профиль' при наведении на нее курсора
    TC_11.002.01.002 | [Teacher ] Header > ""Профиль"" button > Hover support check","0","test_profile_btn_hover[chromium-Create list Page]","tests","Tue Dec 17 16:19:17 GMT 2024","skipped","Tue Dec 17 16:19:17 GMT 2024","","test_user_profile","",""
"","4105","Statistics Button Is Visible[Chromium]","tests","Tue Dec 17 16:18:25 GMT 2024","passed","Tue Dec 17 16:18:29 GMT 2024","","test_header","",""
"","3342","Login As Tutor Btn Create Listing[Chromium]","tests","Tue Dec 17 16:18:54 GMT 2024","passed","Tue Dec 17 16:18:57 GMT 2024","","test_login","",""
"Проверка смены цвета кнопки 'Профиль' при наведении на нее курсора
    TC_11.002.01.002 | [Teacher ] Header > ""Профиль"" button > Hover support check","0","test_profile_btn_hover[chromium-Main page]","tests","Tue Dec 17 16:19:17 GMT 2024","skipped","Tue Dec 17 16:19:17 GMT 2024","","test_user_profile","",""
"Проверка видимости кнопки 'Профиль'
    TC_11.002.01.001 | [Teacher ] Header > ""Профиль"" button > Visibility check","0","test_profile_btn_visibility[chromium-Lists Page]","tests","Tue Dec 17 16:19:17 GMT 2024","skipped","Tue Dec 17 16:19:17 GMT 2024","","test_user_profile","",""
"","1998","First Btn Become Tutor Is Enabled[Chromium]","tests","Tue Dec 17 16:18:44 GMT 2024","passed","Tue Dec 17 16:18:46 GMT 2024","","test_homepage","",""
"","2132","Login Button Is Visible[Chromium]","tests","Tue Dec 17 16:18:18 GMT 2024","passed","Tue Dec 17 16:18:20 GMT 2024","","test_header","",""
"Проверка видимости кнопки 'Профиль'
    TC_11.002.01.001 | [Teacher ] Header > ""Профиль"" button > Visibility check","0","test_profile_btn_visibility[chromium-User profile Page]","tests","Tue Dec 17 16:19:17 GMT 2024","skipped","Tue Dec 17 16:19:17 GMT 2024","","test_user_profile","",""
"","2197","Availability Of The Privacy Policy Link On Signup Page[Chromium]","tests","Tue Dec 17 16:19:07 GMT 2024","passed","Tue Dec 17 16:19:09 GMT 2024","","test_privacy_policy","",""
"","2003","Visible Button Accept[Chromium]","tests","Tue Dec 17 16:17:30 GMT 2024","passed","Tue Dec 17 16:17:32 GMT 2024","","test_cookie_banner","",""
