"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_visible_cookie_banner[chromium]","tests","Wed Jan 15 18:53:49 GMT 2025","skipped","Wed Jan 15 18:53:49 GMT 2025","","test_cookie_banner","",""
"","3767","My Tutor Btn Clickable Redirection As Student[Chromium]","tests","Wed Jan 15 18:57:13 GMT 2025","passed","Wed Jan 15 18:57:17 GMT 2025","","test_header","",""
"","1241","First Btn Become Tutor Is Enabled[Chromium]","tests","Wed Jan 15 18:57:34 GMT 2025","passed","Wed Jan 15 18:57:35 GMT 2025","","test_homepage","",""
"","3173","Find Tutor Btn Visibility As Student[Chromium]","tests","Wed Jan 15 18:57:17 GMT 2025","passed","Wed Jan 15 18:57:21 GMT 2025","","test_header","",""
"Проверка наличия кнопки 'Мои репетиторы'.","3273","My Teachers Btn Exists[Chromium]","tests","Wed Jan 15 18:53:42 GMT 2025","passed","Wed Jan 15 18:53:45 GMT 2025","","test_btn_my_teachers","",""
"","2496","Redirect To Tutors Page With 0 Min Price[Chromium]","tests","Wed Jan 15 18:53:50 GMT 2025","passed","Wed Jan 15 18:53:52 GMT 2025","","test_find_tutor","",""
"","1955","Availability Of The Privacy Policy Link On Find Tutor Page[Chromium]","tests","Wed Jan 15 18:58:21 GMT 2025","passed","Wed Jan 15 18:58:23 GMT 2025","","test_privacy_policy","",""
"Проверка перенаправления на страницу профиля пользователя после нажатия кнопки 'Профиль'","4371","Profile Btn Redirection[Chromium-User Profile Page]","tests","Wed Jan 15 18:57:00 GMT 2025","passed","Wed Jan 15 18:57:04 GMT 2025","","test_header","",""
"","1737","More Btn Redirects Telegram Page For Students[Chromium]","tests","Wed Jan 15 18:57:29 GMT 2025","passed","Wed Jan 15 18:57:31 GMT 2025","","test_homepage","",""
"","1827","Homepage Info Is Same After Reload[Chromium]","tests","Wed Jan 15 18:57:25 GMT 2025","passed","Wed Jan 15 18:57:27 GMT 2025","","test_homepage","",""
