"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Проверяем отсутствие в хеадер кнопки ""Выход"" для незарегистрированного пользователя
    ","915","Header Logout Is Absent[Chromium]","tests","Thu Dec 26 22:56:34 GMT 2024","passed","Thu Dec 26 22:56:35 GMT 2024","","test_header","",""
"Проверка смены цвета кнопки 'Профиль' при наведении на нее курсора","0","test_profile_btn_hover[chromium-User profile Page]","tests","Thu Dec 26 22:56:43 GMT 2024","skipped","Thu Dec 26 22:56:43 GMT 2024","","test_header","",""
"Проверка видимости кнопки 'Профиль'","0","test_profile_btn_visibility[chromium-Signup Page]","tests","Thu Dec 26 22:56:43 GMT 2024","skipped","Thu Dec 26 22:56:43 GMT 2024","","test_header","",""
"","2224","Check Enter Invalid Username[Chromium]","tests","Thu Dec 26 22:56:44 GMT 2024","passed","Thu Dec 26 22:56:46 GMT 2024","","test_login","",""
"","0","test_cookie_text_matches[chromium]","tests","Thu Dec 26 22:56:26 GMT 2024","skipped","Thu Dec 26 22:56:26 GMT 2024","","test_cookie_banner","",""
"","0","test_exit_button_is_visible_for_student[chromium]","tests","Thu Dec 26 22:56:43 GMT 2024","skipped","Thu Dec 26 22:56:43 GMT 2024","","test_header","",""
"","914","My Students Btn Is Not Visible For Guests[Chromium]","tests","Thu Dec 26 22:56:36 GMT 2024","passed","Thu Dec 26 22:56:36 GMT 2024","","test_header","",""
"Проверка перенаправления на страницу профиля пользователя после нажатия кнопки 'Профиль'","0","test_profile_btn_redirection[chromium-User profile Page]","tests","Thu Dec 26 22:56:43 GMT 2024","skipped","Thu Dec 26 22:56:43 GMT 2024","","test_header","",""
"","954","Presence Of The Privacy Policy[Chromium]","tests","Thu Dec 26 22:56:47 GMT 2024","passed","Thu Dec 26 22:56:48 GMT 2024","","test_privacy_policy","",""
"
    Проверка, что после ввода в поле фильтра ""Минимальная цена (от)"" рандомного значения с клавиатуры, в списке
    репетиторов отображаются только репетиторы со стоимостью занятия >= установленной минимальной цены
    ","0","TC_05.001.006.002","tests","Thu Dec 26 22:56:30 GMT 2024","skipped","Thu Dec 26 22:56:30 GMT 2024","","test_find_tutor","",""
"Проверка что открылась страница 'Мои репетиторы' со списком репетиторов или без с соответствующим сообщением.","0","test_check_teachers_list[chromium]","tests","Thu Dec 26 22:56:23 GMT 2024","skipped","Thu Dec 26 22:56:23 GMT 2024","","test_btn_my_teachers","",""
"Проверка успешного сообщения после регистрации как студента","0","test_register_as_student_verify_success_message_text[chromium]","tests","Thu Dec 26 22:56:58 GMT 2024","skipped","Thu Dec 26 22:56:58 GMT 2024","","test_register","",""
"Проверка смены цвета кнопки 'Профиль' при наведении на нее курсора","0","test_profile_btn_hover[chromium-My students Page]","tests","Thu Dec 26 22:56:43 GMT 2024","skipped","Thu Dec 26 22:56:43 GMT 2024","","test_header","",""
"Проверка видимости кнопки 'Профиль'","0","test_profile_btn_visibility[chromium-My students Page]","tests","Thu Dec 26 22:56:43 GMT 2024","skipped","Thu Dec 26 22:56:43 GMT 2024","","test_header","",""
